,Unnamed: 0,EN,Flag,Cathegory,Keyword_Count,CS,DE,ES,PT-BR,FR,NL
358,364,Michigan State University,1,University,25,Michiganská státní univerzita,Michigan State Universität,Universidad del Estado de Michigan,Universidade Estadual de Michigan,Université d'État du Michigan,Michigan State University
359,365,University of Leeds,1,University,19,Univerzita v Leedsu,Universität von Leeds,Universidad de Leeds,Universidade de Leeds,Université de Leeds,Universiteit van Leeds
360,366,London School of Economics and Political Science,1,University,48,London School of Economics and Political Science,London School of Economics and Political Science,Escuela de Economía y Ciencias Políticas de Londres,London School of Economics and Political Science,École d'économie et de sciences politiques de Londres,London School of Economics and Political Science
361,367,LSE,1,University,3,LSE,LSE,LSE,LSE,LSE,LSE
362,368,University of Pittsburgh,1,University,24,University of Pittsburgh,Universität von Pittsburgh,Universidad de Pittsburgh,Universidade de Pittsburgh,Université de Pittsburgh,Universiteit van Pittsburgh
363,369,University of Alberta,1,University,21,University of Alberta,Universität von Alberta,Universidad de Alberta,Universidade de Alberta,Université de l'Alberta,Universiteit van Alberta
364,370,Nanjing University,1,University,18,Nanjing University,Universität Nanjing,Universidad de Nanjing,Universidade de Nanjing,Université de Nanjing,Nanjing Universiteit
365,371,University of Geneva,1,University,20,Ženevská univerzita,Universität Genf,Universidad de Ginebra,Universidade de Genebra,Université de Genève,Universiteit van Genève
366,372,University of California Irvine,1,University,31,Kalifornská univerzita v Irvine,Universität von Kalifornien Irvine,Universidad de California Irvine,Universidade da Califórnia Irvine,Université de Californie Irvine,Universiteit van Californië Irvine
367,373,City University of Hong Kong,1,University,28,City University of Hong Kong,Städtische Universität Hongkong,Universidad de la Ciudad de Hong Kong,Universidade da Cidade de Hong Kong,Université de la ville de Hong Kong,City University of Hong Kong
368,374,Rice University,1,University,15,Rice University,Rice-Universität,Universidad de Rice,Universidade do Arroz,Université de Rice,Rice University
369,375,University of Nottingham,1,University,24,Nottinghamská univerzita,Universität von Nottingham,Universidad de Nottingham,Universidade de Nottingham,Université de Nottingham,Universiteit van Nottingham
370,376,Vrije Universiteit Amsterdam,1,University,28,Svobodná univerzita v Amsterdamu,Freie Universität Amsterdam,Universidad Libre de Ámsterdam,Universidade Livre de Amsterdã,Université libre d'Amsterdam,Vrije Universiteit Amsterdam
371,377,VU Amsterdam,1,University,12,VU Amsterdam,VU Amsterdam,VU Ámsterdam,VU Amsterdã,VU Amsterdam,VU Amsterdam
372,378,Rheinische Friedrich-Wilhelms-Universität Bonn,1,University,46,Rýnská univerzita Friedricha Wilhelma v Bonnu,Rheinische Friedrich-Wilhelms-Universität Bonn,Universidad Renana Friedrich Wilhelm de Bonn,Universidade Rhenish Friedrich Wilhelm Bonn,Université rhénane Friedrich Wilhelm de Bonn,Rijnlandse Friedrich Wilhelm Universiteit Bonn
373,379,Stockholm University,1,University,20,Stockholmská univerzita,Universität Stockholm,Universidad de Estocolmo,Universidade de Estocolmo,Université de Stockholm,Universiteit van Stockholm
374,380,University of Florida,1,University,21,University of Florida,Universität von Florida,Universidad de Florida,Universidade da Flórida,Université de Floride,Universiteit van Florida
375,381,University of Auckland,1,University,22,University of Auckland,Universität von Auckland,Universidad de Auckland,Universidade de Auckland,Université d'Auckland,Universiteit van Auckland
376,382,Case Western Reserve University,1,University,31,Case Western Reserve University,Case Western Reserve Universität,Universidad Case Western Reserve,Case Western Reserve University,Université Case Western Reserve,Case Western Reserve University
377,383,Queen Mary University of London,1,University,31,Queen Mary University of London,Queen Mary Universität von London,Universidad Queen Mary de Londres,Queen Mary University of London,Université Queen Mary de Londres,Queen Mary Universiteit van Londen
378,384,University of Freiburg,1,University,22,Univerzita Freiburg,Universität Freiburg,Universidad de Friburgo,Universidade de Freiburg,Université de Freiburg,Universiteit van Freiburg
379,385,University of Göttingen,1,University,23,Univerzita v Göttingenu,Universität Göttingen,Universidad de Göttingen,Universidade de Göttingen,Université de Göttingen,Universiteit van Göttingen
380,386,University of Colorado Boulder,1,University,30,University of Colorado Boulder,Universität von Colorado Boulder,Universidad de Colorado Boulder,Universidade do Colorado Boulder,Université du Colorado Boulder,Universiteit van Colorado Boulder
381,387,Eberhard Karls Universität Tübingen,1,University,35,Univerzita Eberharda Karla v Tübingenu,Eberhard Karls Universität Tübingen,Universidad Eberhard Karls de Tubinga,Universidade Eberhard Karls de Tübingen,Université Eberhard Karls de Tübingen,Eberhard Karls Universiteit Tübingen
382,388,University of Tubingen,1,University,22,Univerzita Tubingen,Universität Tübingen,Universidad de Tubinga,Universidade de Tubingen,Université de Tubingen,Universiteit van Tubingen
383,389,University of Gothenburg,1,University,24,Univerzita v Göteborgu,Universität Göteborg,Universidad de Gotemburgo,Universidade de Gotemburgo,Université de Göteborg,Universiteit van Göteborg
384,390,Technical University of Denmark,1,University,31,Dánská technická univerzita,Technische Universität von Dänemark,Universidad Técnica de Dinamarca,Universidade Técnica da Dinamarca,Université technique du Danemark,Technische Universiteit van Denemarken
385,391,Danmarks Tekniske Universitet,1,University,29,Dánská technická univerzita,Technische Universität von Dänemark,Universidad Técnica de Dinamarca,Universidade Técnica da Dinamarca,Université technique du Danemark,Technische Universiteit van Denemarken
386,392,University of Rochester,1,University,23,University of Rochester,Universität von Rochester,Universidad de Rochester,Universidade de Rochester,Université de Rochester,Universiteit van Rochester
387,393,University of Technology Sydney,1,University,31,Technologická univerzita v Sydney,Technische Universität Sydney,Universidad de Tecnología de Sidney,Universidade de Tecnologia de Sydney,Université de technologie de Sydney,Universiteit van Technologie Sydney
388,394,Arizona State University,1,University,24,Arizona State University,Arizona State Universität,Universidad del Estado de Arizona,Universidade Estadual do Arizona,Université d'État de l'Arizona,Arizona State University
389,395,University of Virginia,1,University,22,University of Virginia,Universität von Virginia,Universidad de Virginia,Universidade da Virgínia,Université de Virginie,Universiteit van Virginia
390,396,Universitat de Barcelona,1,University,24,Univerzita v Barceloně,Universität von Barcelona,Universidad de Barcelona,Universidade de Barcelona,Université de Barcelone,Universiteit van Barcelona
391,397,Trinity College Dublin,1,University,22,Trinity College Dublin,Trinity College Dublin,Trinity College de Dublín,Trinity College Dublin,Collège de la Trinité à Dublin,Trinity College Dublin
392,398,University of Dublin,1,University,20,Dublinská univerzita,Universität Dublin,Universidad de Dublín,Universidade de Dublin,Université de Dublin,Universiteit van Dublin
393,399,University of Arizona,1,University,21,Arizonská univerzita,Universität von Arizona,Universidad de Arizona,Universidade do Arizona,Université de l'Arizona,Universiteit van Arizona
394,400,University of Exeter,1,University,20,University of Exeter,Universität von Exeter,Universidad de Exeter,Universidade de Exeter,Université d'Exeter,Universiteit van Exeter
395,401,University of Liverpool,1,University,23,Liverpoolská univerzita,Universität von Liverpool,Universidad de Liverpool,Universidade de Liverpool,Université de Liverpool,Universiteit van Liverpool
396,402,Newcastle University,1,University,20,Newcastle University,Universität Newcastle,Universidad de Newcastle,Universidade de Newcastle,Université de Newcastle,Newcastle University
397,403,University of Vienna,1,University,20,Vídeňská univerzita,Universität Wien,Universidad de Viena,Universidade de Viena,Université de Vienne,Universiteit van Wenen
398,404,Universität Wien,1,University,16,Vídeňská univerzita,Universität Wien,Universidad de Viena,Universidade de Viena,Université de Vienne,Universiteit van Wenen
399,405,Texas A&M University,1,University,20,Texas A&M University,Texas A&M Universität,Universidad de Texas A&M,Universidade A&M do Texas,Université du Texas A&M,Texas A&M University
400,406,Lomonosov Moscow State University,1,University,33,Lomonosova Moskevská státní univerzita,Staatliche Lomonossow-Universität Moskau,Universidad Estatal Lomonosov de Moscú,Lomonosov Universidade Estadual de Moscou,Université d'État de Moscou Lomonosov,Lomonosov Staatsuniversiteit van Moskou
401,407,University of Lausanne,1,University,22,Univerzita v Lausanne,Universität Lausanne,Universidad de Lausana,Universidade de Lausanne,Université de Lausanne,Universiteit van Lausanne
402,408,Cardiff University,1,University,18,Cardiff University,Universität Cardiff,Universidad de Cardiff,Universidade de Cardiff,Université de Cardiff,Cardiff Universiteit
403,409,University of Waterloo,1,University,22,University of Waterloo,Universität von Waterloo,Universidad de Waterloo,Universidade de Waterloo,Université de Waterloo,Universiteit van Waterloo
404,410,Karlsruhe Institute of Technology,1,University,33,Technologický institut v Karlsruhe,Karlsruhe Institute of Technology,Instituto Tecnológico de Karlsruhe,Instituto de Tecnologia de Karlsruhe,Institut de technologie de Karlsruhe,Karlsruhe Instituut voor Technologie
405,411,KIT,1,University,3,KIT,KIT,KIT,KIT,KIT,KIT
406,412,University of Calgary,1,University,21,University of Calgary,Universität von Calgary,Universidad de Calgary,Universidade de Calgary,Université de Calgary,Universiteit van Calgary
407,413,Huazhong University of Science and Technology,1,University,45,Huazhong University of Science and Technology,Huazhong-Universität für Wissenschaft und Technologie,Universidad de Ciencia y Tecnología de Huazhong,Universidade de Ciência e Tecnologia de Huazhong,Université des sciences et technologies de Huazhong,Huazhong Universiteit voor Wetenschap en Technologie
408,414,Tufts University,1,University,16,Tufts University,Tufts-Universität,Universidad de Tufts,Universidade Tufts,Université de Tufts,Tufts Universiteit
409,415,Dartmouth College,1,University,17,Dartmouth College,Dartmouth College,Colegio de Dartmouth,Faculdade de Dartmouth,Collège de Dartmouth,Dartmouth College
410,416,University of Utah,1,University,18,Univerzita v Utahu,Universität von Utah,Universidad de Utah,Universidade de Utah,Université de l'Utah,Universiteit van Utah
411,417,Karolinska Institutet,1,University,21,Karolinska Institutet,Karolinska-Institut,Instituto Karolinska,Karolinska Institutet,Institut Karolinska,Karolinska Institutet
412,418,Humboldt Universität zu Berlin,1,University,30,Humboldtova univerzita v Berlíně,Humboldt Universität zu Berlin,Universidad Humboldt de Berlín,Universidade Humboldt de Berlim,Université Humboldt de Berlin,Humboldt Universiteit Berlijn
413,419,Freie Universitaet Berlin,1,University,25,Svobodná univerzita v Berlíně,Freie Universitaet Berlin,Universidad Libre de Berlín,Universidade Livre de Berlim,Université libre de Berlin,Vrije Universiteit Berlijn
414,420,University of Massachusetts Amherst,1,University,35,University of Massachusetts Amherst,Universität von Massachusetts Amherst,Universidad de Massachusetts Amherst,Universidade de Massachusetts Amherst,Université de Massachusetts Amherst,Universiteit van Massachusetts Amherst
415,421,University of California San Francisco,1,University,38,Kalifornská univerzita v San Franciscu,Universität von Kalifornien San Francisco,Universidad de California San Francisco,Universidade da Califórnia São Francisco,Université de Californie San Francisco,Universiteit van Californië San Francisco
416,422,UCSF,1,University,4,UCSF,UCSF,UCSF,UCSF,UCSF,UCSF
417,423,University of Texas Southwestern Medical Center at Dallas,1,University,57,Jihozápadní lékařské centrum Texaské univerzity v Dallasu,Universität Texas Southwestern Medical Center in Dallas,Centro Médico de la Universidad de Texas Southwestern en Dallas,Centro Médico da Universidade do Texas Southwestern em Dallas,Centre médical de l'université du Texas Southwestern à Dallas,Universiteit van Texas Southwestern Medisch Centrum in Dallas
418,424,Weizmann Institute of Science,1,University,29,Weizmannův vědecký institut,Weizmann-Institut für Wissenschaft,Instituto de Ciencias Weizmann,Instituto de Ciência Weizmann,Institut Weizmann des sciences,Weizmann Instituut voor Wetenschap
419,427,University of Texas Southwestern Medical Center at Dallas,1,University,57,Jihozápadní lékařské centrum Texaské univerzity v Dallasu,Universität Texas Southwestern Medical Center in Dallas,Centro Médico de la Universidad de Texas Southwestern en Dallas,Centro Médico da Universidade do Texas Southwestern em Dallas,Centre médical de l'Université du Texas Southwestern à Dallas,Universiteit van Texas Southwestern Medisch Centrum in Dallas
420,429,Université catholique de Louvain,1,University,32,Katolická univerzita v Lovani,Katholische Universität Löwen,Universidad Católica de Lovaina,Universidade Católica de Leuven,Université catholique de Louvain,Katholieke Universiteit Leuven
421,430,UCLouvain,1,University,9,UCLouvain,UCLouvain,UCLouvain,UCLouvain,UCLouvain,UCLouvain
422,431,Università di Padova,1,University,20,Univerzita v Padově,Universität Padua,Universidad de Padua,Universidade de Pádua,Université de Padoue,Universiteit van Padua
423,432,University of Padua,1,University,19,Univerzita v Padově,Universität Padua,Universidad de Padua,Universidade de Pádua,Université de Padoue,Universiteit van Padua
424,433,Sapienza University of Rome,1,University,27,Římská univerzita Sapienza,Universität Sapienza Rom,Universidad Sapienza de Roma,Universidade Sapienza de Roma,Université Sapienza de Rome,Sapienza Universiteit van Rome
425,434,Universität Hamburg,1,University,19,Univerzita v Hamburku,Universität Hamburg,Universidad de Hamburgo,Universidade de Hamburgo,Université de Hambourg,Universiteit van Hamburg
426,435,Wuhan University,1,University,16,Wuhan University,Universität Wuhan,Universidad de Wuhan,Universidade de Wuhan,Université de Wuhan,Wuhan Universiteit
427,436,KTH Royal Institute of Technology,1,University,33,Královský technologický institut KTH,KTH Königliches Institut für Technologie,KTH Real Instituto de Tecnología,KTH Instituto Real de Tecnologia,KTH Institut royal de technologie,KTH Koninklijk Instituut voor Technologie
428,437,Kungliga Tekniska Högskolan,1,University,27,Královský technologický institut,Königliches Institut für Technologie,Real Instituto de Tecnología,Instituto Real de Tecnologia,Institut royal de technologie,Koninklijk Instituut voor Technologie
429,438,RWTH Aachen University,1,University,22,Univerzita RWTH Aachen,RWTH Aachen University,Universidad RWTH de Aquisgrán,RWTH Universidade de Aachen,Université RWTH Aachen,RWTH Aachen Universiteit
430,439,Rheinisch Westfalische Technische Hochschule Aachen,1,University,51,Rýnsko-vestfálská technická univerzita Cáchy,Rheinisch Westfalische Technische Hochschule Aachen,Universidad Técnica Renana-Westfalia de Aquisgrán,Universidade Técnica Reno-Westphalian Aachen,Université technique de Rhénanie-Westphalie d'Aix-la-Chapelle,Technische Universiteit Rijn-Westfalen Aken
431,440,Alma Mater Studiorum - University of Bologna,1,University,44,Alma Mater Studiorum - Univerzita v Bologni,Alma Mater Studiorum - Universität von Bologna,Alma Mater Studiorum - Universidad de Bolonia,Alma Mater Studiorum - Universidade de Bolonha,Alma Mater Studiorum - Université de Bologne,Alma Mater Studiorum - Universiteit van Bologna
432,441,Lancaster University,1,University,20,Lancaster University,Universität Lancaster,Universidad de Lancaster,Universidade de Lancaster,Université de Lancaster,Lancaster Universiteit
433,442,Sun Yat-sen University,1,University,22,Sun Yat-sen University,Sun Yat-sen Universität,Universidad Sun Yat-sen,Universidade Sun Yat-sen,Université Sun Yat-sen,Sun Yat-sen Universiteit
434,443,Zhongshan University,1,University,20,Zhongshan univerzita,Universität Zhongshan,Universidad de Zhongshan,Universidade Zhongshan,Université de Zhongshan,Zhongshan Universiteit
435,444,University of Ottawa,1,University,20,Ottawská univerzita,Universität von Ottawa,Universidad de Ottawa,Universidade de Ottawa,Université d'Ottawa,Universiteit van Ottawa
436,445,University of Notre Dame,1,University,24,Univerzita Notre Dame,Universität von Notre Dame,Universidad de Notre Dame,Universidade de Notre Dame,Université de Notre Dame,Universiteit van Notre Dame
437,446,Northeastern University,1,University,23,Severovýchodní univerzita,Northeastern-Universität,Universidad del Noreste,Universidade Northeastern,Université de Northeastern,Northeastern University
438,447,Korea Advanced Institute of Science & Technology,1,University,48,Korejský pokročilý vědecký a technologický institut,Korea Advanced Institute of Science & Technology,Instituto Avanzado de Ciencia y Tecnología de Corea,Instituto Avançado de Ciência e Tecnologia da Coréia,Institut supérieur de science et de technologie de Corée,Korea Advanced Institute of Science & Technology
439,448,KAIST,1,University,5,KAIST,KAIST,KAIST,KAIST,KAIST,KAIST
440,449,Georgetown University,1,University,21,Georgetown University,Georgetown-Universität,Universidad de Georgetown,Universidade de Georgetown,Université de Georgetown,Georgetown University
441,450,University of Aberdeen,1,University,22,Aberdeenská univerzita,Universität von Aberdeen,Universidad de Aberdeen,Universidade de Aberdeen,Université d'Aberdeen,Universiteit van Aberdeen
442,451,Universidade de São Paulo,1,University,25,Univerzita São Paulo,Universität von São Paulo,Universidad de São Paulo,Universidade de São Paulo,Université de São Paulo,Universiteit van São Paulo
443,452,USP,1,University,3,USP,USP,USP,USP,USP,USP
444,453,Hebrew University of Jerusalem,1,University,30,Hebrejská univerzita v Jeruzalémě,Hebräische Universität von Jerusalem,Universidad Hebrea de Jerusalén,Universidade Hebraica de Jerusalém,Université hébraïque de Jérusalem,Hebreeuwse Universiteit van Jeruzalem
445,454,King Abdulaziz University,1,University,25,Univerzita krále Abdulazíze,König-Abdulaziz-Universität,Universidad Rey Abdulaziz,Universidade Rei Abdulaziz,Université du Roi Abdulaziz,Koning Abdulaziz Universiteit
446,455,KAU,1,University,3,KAU,KAU,KAU,KAU,KAU,KAU
447,456,Maastricht University,1,University,21,Maastrichtská univerzita,Universität Maastricht,Universidad de Maastricht,Universidade de Maastricht,Université de Maastricht,Maastricht University
448,457,Curtin University,1,University,17,Curtin University,Curtin Universität,Universidad de Curtin,Universidade Curtin,Université Curtin,Curtin Universiteit
449,458,Curtin University of Technology,1,University,31,Curtin University of Technology,Curtin Universität für Technologie,Universidad Tecnológica de Curtin,Curtin University of Technology,Université de technologie de Curtin,Curtin University of Technology
450,459,Technische Universität Dresden,1,University,30,Technická univerzita v Drážďanech,Technische Universität Dresden,Universidad Tecnológica de Dresde,Universidade de Tecnologia de Dresden,Université technique de Dresde,Technische Universiteit van Dresden
451,460,TU Dresden,1,University,10,TU Drážďany,TU Dresden,TU Dresden,TU Dresden,Université technique de Dresde,TU Dresden
452,461,National Taiwan University,1,University,26,Národní tchajwanská univerzita,Nationale Universität Taiwan,Universidad Nacional de Taiwán,Universidade Nacional de Taiwan,Université nationale de Taiwan,Nationale Universiteit van Taiwan
453,463,University of York,1,University,18,University of York,Universität von York,Universidad de York,Universidade de York,Université de York,Universiteit van York
454,464,University of Wollongong,1,University,24,University of Wollongong,Universität Wollongong,Universidad de Wollongong,Universidade de Wollongong,Université de Wollongong,Universiteit van Wollongong
455,465,Macquarie University,1,University,20,Macquarie University,Macquarie-Universität,Universidad Macquarie,Universidade Macquarie,Université de Macquarie,Macquarie Universiteit
456,466,Queensland University of Technology,1,University,35,Queenslandská technologická univerzita,Technische Universität Queensland,Universidad Tecnológica de Queensland,Queensland University of Technology,Université de technologie du Queensland,Queensland University of Technology
457,467,QUT,1,University,3,QUT,QUT,QUT,QUT,QUT,QUT
458,468,University of Miami,1,University,19,University of Miami,Universität von Miami,Universidad de Miami,Universidade de Miami,Université de Miami,Universiteit van Miami
459,469,Institut Polytechnique de Paris,1,University,31,Polytechnický institut v Paříži,Polytechnisches Institut Paris,Instituto Politécnico de París,Instituto Politécnico de Paris,Institut Polytechnique de Paris,Polytechnisch Instituut van Parijs
460,470,University of East Anglia,1,University,25,University of East Anglia,Universität von East Anglia,Universidad de East Anglia,Universidade de East Anglia,Université d'East Anglia,Universiteit van East Anglia
461,471,UEA,1,University,3,UEA,UEA,UEA,UEA,UEA,UEA
462,472,Julius-Maximilians-Universität Würzburg,1,University,39,Univerzita Julia Maxmiliána ve Würzburgu,Julius-Maximilians-Universität Würzburg,Universidad Julius Maximilian de Würzburg,Julius Maximilian Universidade de Würzburg,Université Julius Maximilian de Würzburg,Julius Maximilian Universiteit van Würzburg
463,473,Université Grenoble Alpes,1,University,25,Univerzita Grenoble Alpes,Universität Grenoble Alpes,Universidad de Grenoble Alpes,Universidade Grenoble Alpes,Université Grenoble Alpes,Universiteit van Grenoble Alpes
464,474,University of Antwerp,1,University,21,Antverpská univerzita,Universität Antwerpen,Universidad de Amberes,Universidade de Antuérpia,Université d'Anvers,Universiteit Antwerpen
465,475,Eindhoven University of Technology,1,University,34,Technologická univerzita v Eindhovenu,Technische Universität Eindhoven,Universidad Tecnológica de Eindhoven,Universidade de Tecnologia de Eindhoven,Université de technologie d'Eindhoven,Technische Universiteit Eindhoven
466,476,Goethe University Frankfurt,1,University,27,Goetheho univerzita Frankfurt,Goethe-Universität Frankfurt,Universidad Goethe de Frankfurt,Goethe Universidade de Frankfurt,Université Goethe de Francfort,Goethe Universiteit Frankfurt
467,477,University of St Andrews,1,University,24,University of St Andrews,Universität von St. Andrews,Universidad de St Andrews,Universidade de St Andrews,Université de St Andrews,Universiteit van St Andrews
468,478,Tel Aviv University,1,University,19,Univerzita v Tel Avivu,Universität Tel Aviv,Universidad de Tel Aviv,Universidade de Tel Aviv,Université de Tel Aviv,Tel Aviv Universiteit
469,479,University of Illinois at Chicago,1,University,33,University of Illinois v Chicagu,Universität von Illinois in Chicago,Universidad de Illinois en Chicago,"Universidade de Illinois, em Chicago",Université de l'Illinois à Chicago,Universiteit van Illinois in Chicago
470,480,UIC,1,University,3,UIC,UIC,UIC,UIC,UIC,UIC
471,481,Aalto University,1,University,16,Univerzita Aalto,Aalto-Universität,Universidad de Aalto,Universidade do Aalto,Université d'Aalto,Aalto Universiteit
472,482,University of Leicester,1,University,23,Univerzita v Leicesteru,Universität von Leicester,Universidad de Leicester,Universidade de Leicester,Université de Leicester,Universiteit van Leicester
473,483,Tongji University,1,University,17,Tongji University,Tongji-Universität,Universidad de Tongji,Universidade de Tongji,Université de Tongji,Tongji Universiteit
474,484,University of Bergen,1,University,20,Univerzita v Bergenu,Universität Bergen,Universidad de Bergen,Universidade de Bergen,Université de Bergen,Universiteit van Bergen
475,485,University College Dublin,1,University,25,University College Dublin,University College Dublin,University College de Dublín,University College Dublin,Collège universitaire de Dublin,University College Dublin
476,486,Friedrich-Alexander-Universität Erlangen-Nürnberg,1,University,49,Univerzita Friedricha Alexandra Erlangen-Norimberk,Friedrich-Alexander-Universität Erlangen-Nürnberg,Universidad Friedrich Alexander de Erlangen-Nuremberg,Universidade Friedrich Alexander Erlangen-Nuremberg,Université Friedrich-Alexander d'Erlangen-Nuremberg,Friedrich Alexander Universiteit Erlangen-Neurenberg
477,487,FAU,1,University,3,FAU,FAU,FAU,FAU,FAU,FAU
478,488,Harbin Institute of Technology,1,University,30,Harbin Institute of Technology,Harbin Institut für Technologie,Instituto de Tecnología de Harbin,Instituto Harbin de Tecnologia,Institut de technologie de Harbin,Harbin Instituut voor Technologie
479,489,Griffith University,1,University,19,Griffith University,Griffith Universität,Universidad de Griffith,Universidade Griffith,Université Griffith,Griffith Universiteit
480,490,Deakin University,1,University,17,Deakin University,Deakin Universität,Universidad de Deakin,Universidade Deakin,Université Deakin,Deakin Universiteit
481,491,Osaka University,1,University,16,Osaka University,Universität Osaka,Universidad de Osaka,Universidade de Osaka,Université d'Osaka,Osaka Universiteit
482,492,Universitat Pompeu Fabra,1,University,24,Universitat Pompeu Fabra,Universitat Pompeu Fabra,Universidad Pompeu Fabra,Universitat Pompeu Fabra,Universitat Pompeu Fabra,Universitat Pompeu Fabra
483,493,Tohoku University,1,University,17,Tohoku University,Tohoku-Universität,Universidad de Tohoku,Universidade de Tohoku,Université de Tohoku,Tohoku Universiteit
484,494,Nankai University,1,University,17,Nankai University,Nankai-Universität,Universidad de Nankai,Universidade Nankai,Université de Nankai,Nankai Universiteit
485,495,University of Massachusetts Chan Medical School,1,University,47,University of Massachusetts Chan Medical School,Medizinische Fakultät der Universität von Massachusetts Chan,Facultad de Medicina de la Universidad de Massachusetts Chan,Faculdade de Medicina da Universidade de Massachusetts Chan,Université du Massachusetts Chan Medical School,Universiteit van Massachusetts Chan Medical School
486,496,University of Massachusetts Worcester UMass Medical School,1,University,58,University of Massachusetts Worcester UMass Medical School,Universität von Massachusetts Worcester UMass Medical School,Universidad de Massachusetts Worcester Facultad de Medicina de la UMass,Universidade de Massachusetts Worcester UMass Medical School,Université du Massachusetts Worcester UMass Medical School,Universiteit van Massachusetts Worcester UMass Medical School
487,497,Xi’an Jiaotong University,1,University,25,Xi'an Jiaotong University,Xi'an Jiaotong Universität,Universidad Jiaotong de Xi'an,Universidade Xi'an Jiaotong,Université de Xi'an Jiaotong,Xi'an Jiaotong Universiteit
488,498,University of Newcastle Australia,1,University,33,University of Newcastle Austrálie,Universität von Newcastle Australien,Universidad de Newcastle Australia,Universidade de Newcastle Austrália,Université de Newcastle Australie,Universiteit van Newcastle Australië
489,499,UON,1,University,3,UON,UON,UON,UON,UON,UON
490,500,University of Tennessee Knoxville,1,University,33,University of Tennessee Knoxville,Universität von Tennessee Knoxville,Universidad de Tennessee Knoxville,Universidade de Tennessee Knoxville,Université du Tennessee Knoxville,Universiteit van Tennessee Knoxville
491,501,Technische Universität Berlin,1,University,29,Technická univerzita v Berlíně,Technische Universität Berlin,Universidad Tecnológica de Berlín,Universidade de Tecnologia de Berlim,Université technique de Berlin,Technische Universiteit Berlijn
492,502,TU Berlin,1,University,9,TU Berlin,TU Berlin,TU Berlín,TU Berlim,Université technique de Berlin,TU Berlijn
493,503,Queen's University Belfast,1,University,26,Queen's University Belfast,Queen's Universität Belfast,Universidad Queen's de Belfast,Queen's University Belfast,Université Queen's de Belfast,Queen's University Belfast
494,504,University of Bath,1,University,18,University of Bath,Universität Bath,Universidad de Bath,Universidade de Bath,Université de Bath,Universiteit van Bath
495,505,RMIT University,1,University,15,RMIT University,RMIT-Universität,Universidad RMIT,Universidade RMIT,Université RMIT,RMIT Universiteit
496,506,Korea University,1,University,16,Korejská univerzita,Universität Korea,Universidad de Corea,Universidade da Coréia,Université de Corée,Korea Universiteit
497,507,Tokyo Institute of Technology,1,University,29,Tokijský technologický institut,Tokioter Institut für Technologie,Instituto Tecnológico de Tokio,Instituto de Tecnologia de Tóquio,Institut de technologie de Tokyo,Tokyo Institute of Technology
498,508,Tokyo Tech,1,University,10,Tokyo Tech,Tokio Tech,Tecnología de Tokio,Tecnologia de Tóquio,Tokyo Tech,Tokyo Tech
499,509,University of Otago,1,University,19,University of Otago,Universität von Otago,Universidad de Otago,Universidade de Otago,Université d'Otago,Universiteit van Otago
500,510,Chalmers University of Technology,1,University,33,Chalmersova technologická univerzita,Chalmers Universität für Technologie,Universidad Tecnológica de Chalmers,Chalmers Universidade de Tecnologia,Université de technologie de Chalmers,Chalmers University of Technology
501,511,University of Twente,1,University,20,Univerzita Twente,Universität Twente,Universidad de Twente,Universidade de Twente,Université de Twente,Universiteit Twente
502,512,Universiti Malaya,1,University,17,Malajská univerzita,Universität Malaya,Universidad de Malaya,Universiti Malaya,Université de Malaya,Universiti Malaya
503,513,UM University of Malaya,1,University,23,UM University of Malaya,UM Universität von Malaya,UM Universidad de Malaya,Universidade UM de Malaia,UM Université de Malaya,UM Universiteit van Malaya
504,514,King Saud University,1,University,20,Univerzita krále Saúda,König-Saud-Universität,Universidad Rey Saud,Universidade Rei Saud,Université King Saud,Koning Saud Universiteit
505,515,Universität Duisburg-Essen,1,University,26,Univerzita Duisburg-Essen,Universität Duisburg-Essen,Universidad de Duisburg-Essen,Universidade de Duisburg-Essen,Université de Duisburg-Essen,Universiteit van Duisburg-Essen
506,516,Rutgers University–New Brunswick,1,University,32,Rutgers University-New Brunswick,Rutgers-Universität-New Brunswick,Universidad de Rutgers-New Brunswick,Rutgers Universidade-New Brunswick,Université Rutgers-New Brunswick,Rutgers University-New Brunswick
507,517,Indiana University Bloomington,1,University,30,Indiana University Bloomington,Indiana Universität Bloomington,Universidad de Indiana Bloomington,Universidade de Indiana Bloomington,Université d'Indiana Bloomington,Indiana University Bloomington
508,518,North Carolina State University,1,University,31,Státní univerzita Severní Karolíny,North Carolina State Universität,Universidad Estatal de Carolina del Norte,Universidade Estadual da Carolina do Norte,Université d'État de Caroline du Nord,North Carolina State University
509,519,University of Milan,1,University,19,Univerzita v Miláně,Universität Mailand,Universidad de Milán,Universidade de Milão,Université de Milan,Universiteit van Milaan
510,520,University of California Santa Cruz,1,University,35,Kalifornská univerzita v Santa Cruz,Universität von Kalifornien Santa Cruz,Universidad de California Santa Cruz,Universidade da Califórnia Santa Cruz,Université de Californie Santa Cruz,Universiteit van Californië Santa Cruz
511,521,University of California Riverside,1,University,34,Kalifornská univerzita v Riverside,Universität von Kalifornien Riverside,Universidad de California Riverside,University of California Riverside,Université de Californie Riverside,Universiteit van Californië Riverside
512,522,University of Cincinnati,1,University,24,University of Cincinnati,Universität von Cincinnati,Universidad de Cincinnati,Universidade de Cincinnati,Université de Cincinnati,Universiteit van Cincinnati
