,fertility
Boston Scientific,-0.17635062395922974
Bristol Myers Squibb,0.3261769027990896
Broadcom,0.495973300070414
Brown & Brown,0.5693284240951961
Cadence Design Systems,0.07222237306698946
Caesars Entertainment,0.005072387581623705
Campbell Soup,0.3332805762649519
Capital One Financial,0.08930564331868447
Cardinal Health,0.13274433760930043
CarMax,0.10362375619106252
Carnival Corporation,0.07275680073427375
Carrier Global,0.11962164608573352
Catalent,-0.11418927009422226
Caterpillar,0.2659293986286329
CBRE,0.3163133415736517
CDW,-0.6527525060934047
Celanese,0.29644602533557296
CenterPoint Energy,0.22641071512129007
Ceridian,0.05670618509171775
Cerner,-0.773569344541963
CF Industries,0.10466225300724208
Charles River Laboratories,0.1263806792676745
Charter Communications,-0.00472615493769254
Chevron Corporation,0.22607117138941535
Chipotle Mexican Grill,-0.07151884374814797
Chubb,-0.8506015053924045
Church & Dwight,-0.05368493377331397
Cigna,-0.5653796448991738
Cisco Systems,0.1658334880872308
Citigroup,0.4326907708565549
Citrix Systems,0.1123393853510302
Clorox,-0.33339708109915495
CME Group,0.03652597397524475
Coca-Cola Company,-0.06587356804652977
Colgate-Palmolive,0.1269166967589693
Comcast,0.12551270026351974
Comerica,0.24999126892520396
ConocoPhillips,0.15854922458844206
Constellation Brands,0.04439657483406019
Copart,-0.41426439996416903
Corning,0.1641020549085717
Corteva,-0.6384917594953436
Costco,-0.8327009701845092
Coterra,0.2560639014779836
Crown Castle,-0.052491738700816394
CSX,0.5484212402343501
Cummins,-0.24881668906001822
CVS Health,-0.0308919489973589
Danaher Corporation,-0.01142034341453122
DaVita,0.3124500717014349
Delta Air Lines,0.4626792038474521
Dentsply Sirona,-0.43962037614117977
Devon Energy,0.06100871482494649
DexCom,-0.621764163579819
Digital Realty Trust,0.07974862840420244
Dish Network,0.10772865212809485
Dollar General,-0.06654103433289313
Dollar Tree,-0.04412002190284936
Dominion Energy,0.04101287400289908
Domino's Pizza,-0.5545550661510613
Dow,-0.6804168083126393
DTE Energy,0.002791754445843551
Duke Energy,0.04546482393609416
DuPont,-0.8533186009158167
DXC Technology,-0.612900364148467
Eastman Chemical,0.10134406050958081
Eaton Corporation,-0.032507764255635306
eBay,0.7038874748307969
Ecolab,0.06476705302589413
Edwards Lifesciences,-0.013387853042525643
Electronic Arts,0.2540717720828053
Enphase Energy,-0.15344063474566505
Entergy,0.03679774251169097
Equifax,0.04058304153295468
Equinix,-0.766853030950752
Estée Lauder Companies,0.1423728931184587
Etsy,-0.8271512512577432
Evergy,0.10656714176869152
Exelon,0.6416449385656531
Expedia Group,-0.011626260881209074
Expeditors,0.04995279662547822
ExxonMobil,-0.4182111036926278
F5 Networks,0.41737270752083766
Facebook,0.5283999729200917
Fastenal,-0.06215697525967048
FedEx,-0.2657133770752298
Fidelity National Information Services,0.0138916218602676
Fiserv,-0.23777939643547613
Fleetcor,-0.06309448824235142
Ford,-0.8150293743755123
Fortinet,-0.9480221704045175
Fortive,-0.033833611141479
Freeport-McMoRan,0.10964193462890588
Gap,-0.843751922229028
Garmin,-0.1983350585681836
Gartner,0.010392060735234783
General Dynamics,0.0852095525076045
General Electric,0.026164699074714436
General Mills,-0.007491928088937533
General Motors,0.3030968704714816
Genuine Parts,-0.05191853125706007
Gilead Sciences,-0.12832740052087063
Global Payments,-0.02632522021116527
Globe Life,0.18594400345260984
Goldman Sachs,0.4747944085602851
Halliburton,0.39238239156191296
Hanesbrands,0.05161014270389791
Hasbro,0.4704801392996992
Henry Schein,-0.6240563550962659
Hewlett Packard Enterprise,-0.11537656712256567
Hilton Worldwide,0.13458706066044807
Hologic,-0.04529772305527022
Home Depot,-0.4677116140065692
Honeywell,-0.035571359914444926
Hormel,0.061522302990007806
Howmet Aerospace,-0.029633235909670725
HP,0.3924676331599655
Humana,-0.03949917755272216
IBM,0.17184981456189768
IHS Markit,-0.29616254308460477
Illumina,-0.6114021931121983
Incyte,-0.153218409059725
Ingersoll Rand,0.3004261078778653
Intel,0.4680425563494257
Intercontinental Exchange,0.10295972815107017
International Paper,-0.007805621462397978
Intuit,0.10744786448690805
Intuitive Surgical,-0.08017863497303565
Invesco,0.19768346724492603
IPG Photonics,0.1380291985436729
IQVIA,-0.8253021260004144
Iron Mountain,-0.006681352498234618
Johnson & Johnson,-0.32229735697974693
Johnson Controls,0.3036825972043978
JPMorgan Chase,-0.006622233343739166
Juniper Networks,0.17422392312256596
Kansas City Southern,0.015426253011678458
Kellogg's,0.0997847013297888
KeyCorp,0.1782996406419291
Keysight Technologies,0.21376109126664117
Kimberly-Clark,-0.025452539553644557
Kinder Morgan,0.13305031609858659
Kraft Heinz,-0.39620516715334464
Kroger,-0.17222892385264083
LabCorp,-0.08418303461690232
Lam Research,-0.07244134911640353
Lamb Weston,-0.0008010075912639476
Las Vegas Sands,0.1800751262437117
Leidos,0.01929631864495739
Lennar,0.0057835653578533425
Lincoln National,-0.014572457524263558
Linde,-0.3523753201341134
Lockheed Martin,-0.14600401717879483
Lowe's,0.36123011589523907
Lumen Technologies,-0.023608182780617704
LyondellBasell,0.15002499999928556
M&T Bank,0.19148432067988586
Marathon Oil,-0.082965784435036
Marathon Petroleum,-0.028150635771941938
Marriott International,0.23747621928630058
Marsh & McLennan,-0.0028284358938901154
Masco,0.2567152467716505
Mastercard,-0.31038640159451486
Match Group,-0.6366076853226076
McDonald's,-0.6757950556730415
Medtronic,-0.7530227994673141
Merck & Co.,0.023130072700550713
MetLife,-0.21562718143402224
Mettler Toledo,0.232161280454129
Microchip Technology,0.18965556257330282
Micron Technology,-0.1739498318251564
Microsoft,0.24582111804256998
Moderna,-0.45699964298716345
Mohawk Industries,0.03841364609456804
Mondelez International,-0.20751947975653215
Monster Beverage,0.026625194323131367
Morgan Stanley,0.15495408276671915
Motorola Solutions,0.03758619650762948
MSCI,-0.719069511097283
Nasdaq,-0.849197086842413
NetApp,0.5401140403490734
Netflix,-0.9127706259702981
Newell Brands,-0.3025482586345396
Newmont,-0.2738619971909246
NextEra Energy,-0.05480582904845501
Nike,-0.8515434366014284
Norfolk Southern,-0.04529568892574643
Northern Trust,-0.2951941104506733
Northrop Grumman,0.016679769662637404
NortonLifeLock,-0.06295110482858238
Nucor,0.2065125554265727
Nvidia,0.30658669402993527
NVR,-0.9458084552736005
NXP,0.30407002797425353
Occidental Petroleum,-0.16440176198526404
Old Dominion Freight Line,0.4435011544312958
Omnicom Group,0.0024137526928015977
Oneok,-0.05090431083046048
Oracle,0.32065290338386815
Paccar,-0.03105298291427468
Paychex,0.035783504025107875
Paycom,0.10649098404239057
PayPal,-0.13210499586718105
Penn National Gaming,0.03385835839118206
Pentair,-0.7301908595946425
PepsiCo,0.3631876578063554
PerkinElmer,0.042847401105209376
Pfizer,-0.4160938528526096
Philip Morris International,0.3355729361650416
Phillips 66,-0.1101028281733982
PNC Financial Services,-0.00035253315385915603
PPG Industries,-0.023082890462744032
PPL,-0.6068784389994099
Principal Financial Group,0.1563325456953259
Procter & Gamble,0.1796727732106463
Prologis,0.1262933785585181
Prudential Financial,0.5484885933741305
PTC,0.27695501355734164
Public Storage,-0.0864177200764781
PVH,-0.534522977849878
Qorvo,-0.041753552607987826
Qualcomm,-0.4163864815865
Quest Diagnostics,0.3646257159420654
Raytheon Technologies,-0.10689527881551325
Regeneron Pharmaceuticals,0.0278249677347484
Republic Services,0.06078866481031403
ResMed,-0.8875648295353553
Robert Half International,0.37092596619628265
Rockwell Automation,0.3482469572686572
Rollins,-0.451728434921672
Ross Stores,0.10432199610947726
S&P Global,-0.49142081946523325
Salesforce,-0.7628084936010041
Schlumberger,0.18135128420691343
Seagate Technology,0.2675984828904632
Sealed Air,0.16390231084583762
Sempra Energy,0.24319723866630674
ServiceNow,-0.9373116447206558
Sherwin-Williams,-0.025691653650691537
Simon Property Group,-0.01060906369815112
Snap-on,0.26760195301261597
Southern Company,0.03417751661050258
Southwest Airlines,0.09642343853817924
Stanley Black & Decker,-0.22314756243411774
Starbucks,-0.6594166578026378
Steris,-0.027478928847853246
Synchrony Financial,-0.0025208305683770537
Synopsys,0.15839433966453112
Sysco,-0.8285102735739004
T-Mobile US,-0.031002976342668697
T. Rowe Price,-0.06728413344427199
Take-Two Interactive,0.007688016988046403
Tapestry,0.1666277494781429
Target Corporation,0.1164687626402125
TE Connectivity,-0.7110265098173375
Teleflex,0.4587402448019017
Teradyne,0.09480922841030784
Tesla,-0.8734138643175758
Texas Instruments,0.16089753935734694
Textron,0.0072729823276215825
The Hartford,-0.11573546613695544
The Travelers Companies,0.004924615225869705
Thermo Fisher Scientific,-0.2847954272932959
Trane Technologies,-0.08394334953367141
Trimble,-0.7135285183685189
Twitter,-0.2852052154127804
Tyson Foods,-0.024628430648958328
UDR,0.5669718110526393
Ulta Beauty,-0.5403444288224982
Union Pacific,0.0072980026175617305
United Airlines,0.24072001155981773
United Parcel Service,0.12398140138770336
United Rentals,0.12463438192583202
UnitedHealth Group,-0.03194272643411119
Ventas,0.23685945147482446
Verisign,0.3404014370531609
Verizon Communications,-0.012156379685681468
Vertex Pharmaceuticals,-0.005069664992937081
VF Corporation,-0.049998695787281916
ViacomCBS,-0.2004960768444753
Viatris,-0.18908544734846708
Visa,-0.18226539582875392
Wabtec,-0.40602027412324754
Walgreens Boots Alliance,-0.07261815950845081
Walmart,-0.6072459463337964
Waste Management,-0.04255982785679812
Waters Corporation,0.1187428463214657
Wells Fargo,-0.017022652441875855
Western Digital,0.7221629260567178
Western Union,-0.8482115684031271
WestRock,-0.21303412152563656
Weyerhaeuser,0.2940287067252843
Whirlpool Corporation,0.08837598731023913
Willis Towers Watson,-0.35990028052454154
Wynn Resorts,0.13881665027575604
Xcel Energy,0.10834366136193456
Xilinx,0.2842652500426448
Xylem,-0.746208878930755
Zebra Technologies,-0.10028014294716633
Zimmer Biomet,-0.8020994844109007
Zoetis,-0.667255049607036
football,0.7502703438956108
basket-ball,-0.0032121510350691706
volleyball,-0.5485085118498065
hockey,0.6676837768428701
tennis,-0.2894686109991971
UEFA,0.27500341594228844
billets de football,0.1853730184227688
Messi,-0.5294216311103831
Ronaldo,-0.24240457087786
Zlatan,-0.015527232444320024
Lewis Hamilton,-0.7405991163353737
Hamilton,-0.7826005695142413
Sebastian Vettel,-0.4837834318014802
Vettel,-0.483979601849528
PIB par habitant,-0.7711345401815828
Stéroïdes,-0.4198556551946682
Corticostéroïdes,0.04445691210688815
Anabolisants,0.21523444722866902
Danazol,0.4986048852437903
Propionate de drostanolone,0.2581455014411824
Oxandrolone,0.3197535347292116
Stanozolol,-0.038635305104597825
Injection,-0.7195414119070439
Testostérone,-0.8882809298577268
zoo,-0.7171418122215258
zoo de Prague,0.054694831136691414
Disneyland,-0.08934892596619297
legoland,0.004895270339925084
zoo de berlin,0.17378162650960804
zoo de leipzig,0.276679705006194
Anafranil,0.3727678036873547
nardil,-0.044411516793999774
Alprazolam,-0.7231252437186021
test de conduite,0.27129596795017613
première voiture,-0.731727686751831
peugeot 208,-0.7867152026120307
Illuminati,0.5824932403370551
MKUltra,-0.18939634301231492
edward snowden,-0.5646881277107154
archives secrètes,-0.034397927997378064
playstation,0.030119672065325214
macbook,-0.3200471383184273
pc,0.4250316379836981
pilules,0.3195549068366521
fertility,1.0
